title,text,subject,date
German admits selling gun to Munich attack shooter,"BERLIN (Reuters) - A 32-year-old German man admitted in court on Monday that he sold the weapon used by a teenage gunman who killed nine people in Munich last year, a court spokesman said, adding that the defendant told relatives he felt sorry for his actions. David Ali Sonboly, 18, killed nine people before shooting himself dead. Another 27 people were injured. Police concluded the German-born Sonboly was a deranged lone gunman obsessed with mass killings who drew no inspiration from Islamist militancy. The Munich public prosecutor s office has charged the accused, identified only as Philipp K., as is customary in German law, with selling weapons illegally and nine counts of negligent homicide as well as five counts of negligently causing grievous bodily harm.  A written statement was read, acknowledging that the accused had traded with weapons. The defendant expressed his regret that one of these firearms was used in the rampage here in Munich,  court spokesman Florian Gliwitzky said.  He offered his apologies to the relatives and with this, he also expressed that he was regretting his actions.  A spokeswoman for the public prosecutor said the suspect so far only had admitted to the charge of selling weapons illegally. She added that evidence revealed during the hearing showed that the suspect had far-right attitudes. A defense lawyer said his client would not give any more statements in the course of the trial. Authorities arrested the man in Marburg, about 100 km (65 miles) north of Frankfurt a year ago, after contacting him on the so-called  dark net  and posing as buyers for an automatic weapon and a Glock 17 pistol for 8,000 euros ($9,550). During a sting operation, the suspected arms dealer said he had sold the 18-year-old Iranian-German another Glock 17 pistol during a meeting in Marburg, followed by 350 rounds of ammunition during a second meeting. Authorities around Europe are concerned that secretive marketplaces make it too easy for criminals and militants to obtain weaponry that has traditionally been highly regulated across Europe. ",worldnews,"August 28, 2017 "
"In schools and hospitals, Turkey carves north Syria role","AL-BAB, Syria/BEIRUT/ANKARA (Reuters) - Children returning to school in the northern Syrian city of al-Bab were handed a new textbook this term:  T rk e  reniyorum  -  I am learning Turkish . Turkish lessons, Turkish signposts, Turkish-trained police and most recently a Turkish post office all point to Turkey s deepening role in an area of northern Syria it captured from Islamic State (IS) with the help of Syrian rebels. Turkish administrators are even helping to run hospitals in the area.  Ankara has taken on a widening role in the 100-km (60-mile) stretch of territory seized in its eight-month long  Euphrates Shield  operation, laying the foundations for long-term ties with an area that is of crucial strategic importance to Turkey. Launched to drive IS away from the border, the operation also aimed to block further expansion by Syrian Kurdish groups that Ankara deems a threat to its national security. With the Euphrates Shield region calm for months, Ankara says it wants to help recovery and to encourage a return of Syrian refugees, millions of whom fled the six-year-long war into Turkey. But Turkish support is also consolidating the region s status as a Syrian opposition-held territory where Turkey-backed Syrian opposition groups are building their own government even as the forces of President Bashar al-Assad win back swathes of the country elsewhere.  After Daesh (Islamic State) was expelled ... we returned and the cities were suffering from large-scale destruction and general ruin,  said Mohammad Karaz, director of education in al-Bab.  Some schools were wiped out entirely,  he said.  The restoration was done by our Turkish brothers who restored 10 schools, one of which we are sitting in today,  he said during an interview at the Major Bulent al-Bayrak elementary school, named after a Turkish officer killed while fighting Islamic State for control of al-Bab.  Arabs and Turks are siblings  reads a mural in the schoolyard. Turkish aid includes stationery, books and clothes. Karaz said the schools were teaching a Syrian curriculum modified to remove the state s Baathist ideology. The decision to add Turkish was taken unanimously by Syrian education officials in the area, he said. Turkish classes, taught by Syrians trained in Turkey, have started for pupils aged between six and nine. Explaining the decision, Karaz noted that two-thirds of al-Bab citizens had sought refuge in Turkey. Turkish authorities had given assurances that qualifications from schools in the area would  be recognized in Turkey and students can apply to Turkish universities , he said. A senior Turkish official said Ankara aimed to recreate  the conditions to bring life back to normal  in the area which is located northeast of the city of Aleppo and stretches to the western bank of the Euphrates River. Turkish support included health care, security, food and police training.   Turkey wants the Syrians living (in Turkey) to return to their country ... However, it will continue to host the Syrians here and provide humane living conditions for the Syrians in the regions under its control for as long as necessary,  the official told Reuters. Turkish President Tayyip Erdogan, in a speech last weekend, said:  We don t have a wish to occupy these lands but we want the rightful owners to go back there.  Damascus has, however, long accused Turkey, a major backer of the Syrian opposition to Assad, of colonial ambitions in northern Syria. The front page of the pro-Damascus Lebanese newspaper al-Akhbar on Thursday declared that Ankara was undertaking the  Turkification  of the area. Turkey s intervention was driven chiefly by concern over the growing sway of Syrian Kurdish groups seen by Ankara as an extension of the Kurdistan Workers Party (PKK), which has waged a three-decade long insurgency against the Turkish state. The Euphrates Shield operation shattered the Syrian Kurds  hopes of joining up two Kurdish-dominated regions of northern Syria, where the war has allowed Kurdish militia to carve out their own autonomous regions. The Syrian opposition s efforts to establish their own  interim government  in the Euphrates Shield area received a big boost this week when a Free Syrian Army (FSA) rebel group handed it control of a border crossing to Turkey. The interim government s aims include drawing investment to move  the people from a state of war to work and building the region , said Khaled Aaba, a senior official with the Jabha Shamiya FSA group that handed over Bab al-Salama crossing. Crediting Turkey for standing by  Syrians in their travails , he said Ankara was  actively participating in supporting administrative and service institutions in the area .  The existence of (the interim) government better organizes this relationship.  Turkey s support to the health sector has included repairing and expanding hospitals previously operated by the Syrian state. Turkish administrators are working alongside Syrians at the Hikmeh Hospital in al-Bab, said Ahmad Aabo, a Syrian medical official in the city. Turkey s main project is a 200-bed hospital that will replace one destroyed during the war with IS.  The companies taking control of the construction are Turkish, we don t have companies capable of doing such a project,  said Aabo, speaking to Reuters in a telephone interview from the city. He said work on the hospital, which began a month ago, should be completed by New Year, comparing the rapid pace of the Turkish project with the 25 years it had taken to build its predecessor.     Turkish support for Syrian security forces has included training police officers who began deploying in the region in January. Abdel Razzak al-Laz, the head of the  National Police and General Security Forces , said 7,000 have now been deployed.      Everyone wants the return of security and stability, wants to see a police patrol at night and during the day,  said Laz, a police director when he defected to the opposition in 2012.  The numbers are increasing, and there are continuous courses.       ",worldnews,"October 12, 2017 "
Pennsylvania $2 bln budget gap is 'time bomb': governor,"NEW YORK (Reuters) - Pennsylvania’s $2 billion budget deficit is a “time bomb” that could cause “fiscal catastrophe the likes of which we have never seen” if it is not resolved, Governor Tom Wolf said in his budget address on Tuesday. Wolf proposed a $32.7 billion fiscal 2017 budget that would add $200 million of funding for K-12 public schools and another $110 million to early and special education programs. Including pension contributions, the budget would be nearly $33.3 billion. To pay for the increases, Wolf would increase personal income taxes by nearly 11 percent to 3.4 percent, expand sales taxes, raise taxes on tobacco products and implement a 6.5 percent severance tax on natural gas producers, according to documents released during his speech. But dominating Wolf’s message was the budgetary crisis escalated by political gridlock. Wolf, a Democrat, and the Republican-led legislature have disagreed since this time last year, when Wolf proposed his first budget. Now seven months after the start of fiscal 2016 on July 1, the state still has only a partial $23.4 billion emergency spending plan. Wolf had been ready to sign a negotiated $30.8 billion agreement but it was scuttled in December. Wolf reminded lawmakers of that turn of events on Tuesday. In web-streamed remarks, he urged them to send the agreement back to him. “House Republican leaders just walked away,” he said during his speech at the state capitol in Harrisburg. Some booed in response.  “Yelling will not make it go away,” Wolf said. “We need to do what’s right,” he continued, to applause. He later told lawmakers to “find another job” if they could not reach a solution. His 2017 proposal is built upon the eventual approval of that compromise budget for the current fiscal year.  Senate Republicans, who had passed the budget compromise, said Wolf was “doubling down” on last year’s proposal. “This retread budget proposal offers superficial changes to his sizable tax-and-spend plan that has already been soundly opposed by taxpayers,” Senate Majority Leader Jake Corman said in a statement on Tuesday. Unless next year’s deficit is closed, property taxes for homeowners will skyrocket, Wolf said. More than 23,000 teachers and school employees would be cut, as would special education and pre-kindergarten programs.  Services for senior citizens, the mentally ill, child care and domestic violence shelters also would be slashed, he said. Wolf’s address was no olive branch, said Muhlenberg College political scientist Christopher Borick.  “He turned up the heat,” Borick said. ",politicsNews,"February 9, 2016 "
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,"(Reuters) - Highlights for U.S. President Donald Trump’s administration on Friday: Trump promises a big announcement about tax reform next week and orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas to cut their tax bills. Trump tells the Treasury Department to examine two powers given to regulators to police large financial companies following the 2008 financial crisis. South Korea says it is on heightened alert ahead of another important anniversary in North Korea, with a large concentration of military hardware amassed on both sides of the border amid concerns about a new nuclear test by Pyongyang. Trump, striving to make good on a top campaign promise, is pushing fellow Republicans who control Congress to pass revamped healthcare legislation but the same intraparty squabbling that torpedoed it last month could do it again. Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and that it retains chemical weapons, an issue he says will have to be taken up diplomatically. The Department of Justice threatens to cut off funding to California as well as eight cities and counties across the United States, escalating a Trump administration crackdown on so-called “sanctuary cities” that do not cooperate with federal immigration authorities. The United States will not make an exception for American companies, including oil major Exxon Mobil Corp, seeking to drill in areas prohibited by U.S. sanctions on Russia, Treasury Secretary Steven Mnuchin says.  Trump and his fellow Republicans who control Congress face their first major budget test next week, with the threat of a government shutdown potentially hinging on his proposed Mexican border wall as well as Obamacare funding. The House of Representatives Intelligence Committee says it has invited FBI, National Security Agency and Obama administration officials to testify as it restarts its investigation into alleged Russian meddling in the 2016 U.S. election. U.N. Secretary-General Antonio Guterres meets with Trump at the White House for the first time since both took office earlier this year and amid a U.S. push to cut funding to the world body and its agencies. The United States has offered to help fund Mexico’s efforts to eradicate opium poppies, a U.S. official says, as Mexican heroin output increased again last year. ",politicsNews,"April 21, 2017 "
Michigan governor expects no charges over Flint crisis: newspaper,"(Reuters) - Michigan Governor Rick Snyder said he had “no reason to be concerned” he would be charged in connection with the Flint drinking water crisis that exposed city residents to high levels of lead, the Detroit Free Press reported on Thursday.   Snyder made the comments to the newspaper on Wednesday, the day after two Flint emergency managers appointed by the governor were indicted on felony charges of conspiring to violate safety rules. “I have no reason to be concerned,” Snyder was quoted as saying, while acknowledging he could not speak on behalf of state Attorney General Bill Schuette. Both Snyder and Schuette are Republicans. Snyder told the paper much of the $3.5 million in taxes he is using for his criminal defense was being spent to find and prepare records requested by Schuette and the U.S. Attorney’s Office, which is also investigating the water scandal. Schuette has filed 43 criminal charges against 13 current and former state and local officials, including the emergency managers this week. Snyder’s office did not immediately respond to requests for comment on the interview. Flint has been at the center of a public health crisis since last year, when tests found high amounts of lead in blood samples taken from children in the poor, predominantly black city of about 100,000 residents. Critics have called for charges to be brought against the governor, who has been in office since 2011, as well as other high-ranking state officials. Snyder has said he believes he did nothing criminally wrong. Asked at a news conference on Tuesday whether the investigation would lead to charges against senior state officials, Schuette said no one was excluded from the probe.  Flint’s water contamination was linked to a switch of its source to the Flint River from Lake Huron in April 2014, a change made in an attempt to cut costs, while the city was under state-run emergency management.  ",politicsNews,"December 22, 2016 "
France sees U.S. strike on Syria as tool to push for peace talks: Hollande,"PARIS (Reuters) - France and the rest of Europe must use last week’s U.S. missile strike on Syria as a tool to revive peace negotiations between warring parties, French President Francois Hollande said in a newspaper interview published on Wednesday. In the interview with Le Monde, Hollande said intelligence suggested that the nerve gas attack which prompted the U.S. missile strike was tactical in nature and launched from an aircraft. Major western powers and their Middle Eastern allies blame Syrian President Bashar al-Assad for the attack and have been pushing this week to try to isolate him over the attack on a rebel-held town last week that killed 87 people including 31 children. Pressure is also building on Russian President Vladimir Putin to break ties with Assad.   ",politicsNews,"April 12, 2017 "
Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll,"NEW YORK (Reuters) - Democratic presidential candidate Hillary Clinton widened her lead over likely Republican nominee Donald Trump to 13 percentage points in a Reuters/Ipsos opinion poll released on Tuesday. The July 1-5 poll included responses gathered mostly over the holiday weekend, before the Federal Bureau of Investigation recommended on Tuesday that no criminal charges be filed against Clinton over her use of private email servers and what it called her “extremely careless” handling of classified information while she was U.S. secretary of state. The presumptive Democratic nominee led Trump, a New York businessman, by 9 percentage points in a previous Reuters/Ipsos poll that ran from June 27 to July 1. Tuesday’s poll showed that 46 percent of likely voters supported Clinton, while 33 percent backed Trump. Twenty-two percent said they would not support either candidate for the  Nov. 8 election.  Throughout the campaign, Clinton has been dogged by her use of a personal email server during her years as the nation’s top diplomat. Over the past several months, she has handed over thousands of pages of emails to investigators and responded to a number of government inquiries.  Clinton has repeatedly said she never sent or received classified documents on her private servers, yet the public appears distrustful of her, according to Reuters/Ipsos polling. In early May, 63 percent of Americans, including 36 percent of Democrats, said they did not believe Clinton was “honest and truthful.” But Clinton has led Trump most of the year among likely voters. Since mid-May, she has maintained a relatively consistent level of support among likely voters, while Trump’s popularity has eroded as his campaign wrestled with a variety of issues.  Republican leaders distanced themselves from Trump after he suggested a federal judge was biased because of his Hispanic heritage and after he doubled down on a pledge to block Muslims from entering the country. On Tuesday, U.S. House of Representatives Speaker Paul Ryan criticized a tweet posted by Trump over the weekend that many deemed to be anti-Semitic. Trump’s level of support among likely voters was about 10 points below what 2012 Republican nominee Mitt Romney received in early July 2012. Among Clinton’s supporters, nearly half said they were backing her because “I don’t want Donald Trump to win.” A further 39 percent said they “agree with her positions,” and about 13 percent said they “like her personally.”  The online national poll of 1,441 American adults had a credibility interval, a measure of accuracy, of 3 percentage points. ",politicsNews,"July 5, 2016 "
Ryan opposes Trump working with Democrats on healthcare,"WASHINGTON (Reuters) - U.S. House of Representatives Speaker Paul Ryan, the top Republican in Congress, said he does not want President Donald Trump to work with Democrats on new legislation for revamping the country’s health insurance system, commonly called Obamacare. In an interview with “CBS This Morning” that will air on Thursday, Ryan said he fears the Republican Party, which failed last week to come together and agree on a healthcare overhaul, is pushing the president to the other side of the aisle so he can make good on campaign promises to redo Obamacare. “I don’t want that to happen,” Ryan said, referring to Trump’s offer to work with Democrats. Carrying out those reforms with Democrats is “hardly a conservative thing,” Ryan said, according to interview excerpts released on Wednesday. “I don’t want government running health care. The government shouldn’t tell you what you must do with your life, with your healthcare,” he said. On Tuesday, Trump told senators attending a White House reception that he expected lawmakers to reach a deal “very quickly” on healthcare, but he did not offer specifics. “I think it’s going to happen because we’ve all been promising - Democrat, Republican - we’ve all been promising that to the American people,” he said. Trump said after the failure of the Republican plan last week that Democrats, none of whom supported the bill, would be willing to negotiate new healthcare legislation because Obamacare is destined to “explode.” ",politicsNews,"March 30, 2017 "
South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,"JOHANNESBURG (Reuters) - South African Deputy President Cyril Ramaphosa, a leading contender to become head of the ruling ANC in December, stepped up his criticism of the government on Sunday, saying state-owned companies had been  captured  and funds looted from them. Ramaphosa s remarks during a speech to an African National Congress meeting in the old diamond-mining town of Kimberley  were tougher than others he has made on government graft, signaling the issue will be a main theme of his campaign.  He also took aim   without naming them - at the wealthy Gupta family, friends of President Jacob Zuma who have been accused of using undue influence to win lucrative state contracts. Zuma and the Guptas have denied any wrongdoing.  Many of these state-owned enterprises have been captured by certain people, by a certain family,  Ramaphosa said.   All of our state-owned enterprises have been captured and we are saying we want to see an end to state capture and the money that has been stolen, we want it back,  he said, to roars of approval from the audience.  South Africa s top prosecutor said on Wednesday police were examining a trove of leaked documents detailing relations between the Guptas and Zuma, but it was too early to say if a prosecution should be launched. Ramaphosa said in May that South Africa was in danger of becoming a  mafia state  and he took a swipe in July at the Guptas over media reports that state funds were diverted in 2013 to pay for a lavish Gupta family wedding. But Sunday s remarks about a  certain family  were more pointed and come as the race heats up for the ANC s top spot. The next head of the party, who will be selected in December, will be its presidential candidate in 2019 national elections. Ramaphosa s main challenger, veteran politician and Zuma s ex-wife Nkosazana Dlamini-Zuma, will next week be sworn in as a member of parliament, a move which could see the former minister brought back into the cabinet, raising her profile. Analysts say she has the backing of Zuma s well-established patronage network as well as organizations such as the party s Women s League. Ramaphosa is a trade unionist-turned-business tycoon who has the backing of a diverse group of unions, communists and investors who do not always see eye to eye but want to rid the ANC of Zuma s influence and legacy.  The opposition has long accused Zuma of sleaze and influence-peddling while in office. He survived a no-confidence vote in parliament on Aug. 8 but 30 ANC lawmakers voted with the opposition, indicating deep divisions in the party that has dominated South African politics since the end of apartheid in 1994. ",worldnews,"September 10, 2017 "
Border without doctors? South Koreans urge more funding for trauma care after defector drama,"SEOUL (Reuters) - A defector s treatment for critical injuries suffered during a dramatic dash from North Korea has highlighted a shortage of South Korean trauma doctors and again underscored Seoul s lack of preparedness in the event of hostilities with Pyongyang. The defector, identified only by his family name of Oh, was shot at least four times by his former comrades during his daring escape into South Korea last week. American military helicopters flew the wounded soldier not to one of the many hospitals in Seoul, closer to the border, but to the Ajou University trauma center an hour south of the capital. The center, and its lead surgeon John Cook-Jong Lee, have been thrust into the spotlight amid a push for more trauma facilities and specialist doctors in a country still technically at war and where preventable trauma death rates are already amongst the highest in the OECD.      An official at South Korea s Ministry of Health said more than 30 percent of people who suffered fatal trauma injuries last year could have survived if they had access to proper, timely treatment. That s far higher than the 10 to 15 percent in places such as the United States and Japan.  Although 133 surgeons are currently entitled to perform trauma surgery, I highly doubt that all of them can actually perform,  said Park Chan-yong, general affairs manager of the Korean Society of Traumatology.  Many of them just gained the rights, but never had practiced this kind of surgery.  By Friday, attention sparked by the defector s case had prompted nearly 200,000 South Koreans to join a petition asking the presidential Blue House to boost funding for Lee s trauma center, one of just nine in the country. During increased tensions this year with heavily armed North Korea, Seoul has faced criticism over a lack of preparation for major emergencies, with many bomb shelters, for example, laying forgotten and unstocked with food or water.  The government has launched programs to raise awareness, but public emergency drills often fail to attract much response. Despite the apparent need for specialists, Lee said he has faced  ignorance,  including from some doctors who complained he was showing off with new techniques, since returning from training in the United States in 2003.  I had to explain whenever I met new doctors here, what a trauma surgeon was. Every day,  he said.  Often, trauma medicine is not seen as attractive or lucrative as other fields, said Park.  Residents and medical students avoid coming to traumatology, because there is no hope and no dream.   The South Korean government says it recognizes the problem, and in 2014 set a goal of lowering its rate of preventable trauma fatalities to levels closer to those of other OECD countries by 2020. But with a shortage of funding, only half of a planned 17 regional trauma centers have been built so far, a health ministry official said. Germany, for example, has less than twice the population of South Korea, but 10 times as many operational trauma centers. South Korea s strict gun control laws also mean there are far fewer gunshot wounds like those suffered by the defector.  Between January 2012 and August 2017, 31 people were killed and 51 wounded by guns, according to the police. In comparison, in the United States, where Lee trained, more than 33,000 people die from gunshot wounds every year, according to annual averages of government data. However, the kinds of industrial accidents and car crashes commonly seen in South Korea can cause equally bad injuries, Lee said.  In South Korea, roughly speaking, more than 90 percent of trauma victims are brought to the hospital in less than an hour,  Lee said.  However, frequently, they are put in emergency rooms for a while, sometime for hours, to get proper care.  Lee has made a name for himself and the Ajou trauma center, in part by cultivating a close relationship with the American and South Korean militaries, making it an obvious choice for the defector s treatment. Lee said his fascination with the American medical evacuation crews and the techniques he learned in the United States have led him to push for a series of new additions at the trauma center, including a recently completed roof-top helipad with flashing neon messages in English for American pilots.  U.S. military air crews, however, have yet to obtain Pentagon permission to use the new helipad, Lee said. The arrival of the North Korean defector has brought Lee a new round of criticism for appearing to seek attention,  including from one lawmaker, a charge he says is unfounded. But it has also highlighted the need for more funding for his center and more trauma facilities in South Korea.  To those who get only 10, 20 minutes of sleep while working to save emergency room patients, to those who only get to go home once a week or not even that   we should not be criticizing them but rather, discuss how to resolve problems within the system,  the petition submitted to the Blue House said. ",worldnews,"November 24, 2017 "
"Bus drives into pedestrian underpass in Moscow, kills four: agencies","MOSCOW (Reuters) - A passenger bus swerved off course and drove into a busy pedestrian underpass in Moscow on Monday, killing at least four people, Russian news agencies reported. Video from the scene posted on social media showed a bus veering off the road and plunging down the steps of a pedestrian underpass, crushing several people beneath its wheels. The driver of the bus had been detained by police, agencies said, after he lost control of the vehicle. The incident occurred on one of the Russian capital s busiest roads near the Slavyansky Boulevard metro station. Monday was an ordinary working day in Russia where Orthodox Christmas will be celebrated on Jan. 7.  An unnamed emergency services source told the TASS news agency that the number of fatalities had risen to five people. There were also unconfirmed reports that some 15 people had been injured. The Interfax news agency said investigators were looking into whether the incident had occurred as a result of a technical fault with the bus. Ten ambulances, fire service personnel, and three medivac helicopters were on the scene, agencies reported. ",worldnews,"December 25, 2017 "
Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister,"MOSCOW (Reuters) - U.S. President Donald Trump and Russian President Vladimir Putin see eye to eye when it comes to many foreign policy goals,  Russian Foreign Minister Sergei Lavrov said on Monday. Lavrov was speaking at a news conference with his Hungarian counterpart Peter Szijjarto. ",politicsNews,"January 23, 2017 "
Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business,"WASHINGTON (Reuters) - Republican Donald Trump wants his campaign finance chairman, Steven Mnuchin, to be his Treasury secretary if he wins next week’s U.S. presidential election, Fox Business Network reported on Thursday, citing sources. Mnuchin, a former partner at Goldman Sachs Group Inc who also founded and runs the hedge fund company Dune Capital Management LP, joined Trump’s campaign in May as his chief fundraiser. Fox Business Network, citing unnamed sources from inside the Trump campaign, said the New York businessman has told his team he wants Mnuchin to lead the U.S. Treasury Department if he wins the Nov. 8 election.  Representatives for the Trump campaign did not immediately respond to a request for comment. Trump largely funded his own campaign during the primary contest for Republican presidential nomination but moved to join with the Republican National Committee to jointly fundraise his general election campaign against Democrat Hillary Clinton. He has still contributed millions of his own funds.   Trump has faced a significant fundraising deficit compared with his Democratic rival Hillary Clinton. Trump raised a total of $255 million, including about $56 million of his own money, compared to Clinton’s $513 million for the entire election cycle through Oct. 19. Last week, Trump pledge to donate an additional $10 million of his own personal funds. Mnuchin previously spent 17 years at Goldman Sachs and has helped finance numerous Hollywood movies, according to Bloomberg. He also previously worked for Soros Fund Management LLC, a hedge fund firm led by George Soros, a Clinton backer. Over the years, Mnuchin has donated thousands to Republicans as well as Democrats, according to federal campaign finance records, including to Clinton’s 2008 presidential campaign and her earlier Senate races.   Mnuchin, a graduate of Yale University who serves on several boards, resigned last year from the board of CIT Group Inc. ",politicsNews,"November 3, 2016 "
Obama defends record on terrorism in national security speech,"TAMPA, Fla. (Reuters) - President Barack Obama on Tuesday warned that the United States would not be able to wipe out terrorism with military might as he offered a sweeping defense of his administration’s national security record. In his final major speech on counterterrorism as president, Obama argued that his administration had been able to make al Qaeda “a shadow of its former self” and had put Islamic State on its heels, but said terrorism would remain a threat to the United States. “Rather than offer false promises that we can eliminate terrorism by dropping more bombs or deploying more and more troops or fencing ourselves off from the rest of the world, we have to take a long view of the terrorist threat and we have to pursue a smart strategy that can be sustained,” Obama said during a speech at MacDill Air Force Base in Tampa, Florida. Obama will turn over the White House on Jan. 20 to Republican President-elect Donald Trump who has been sharply critical of his administration’s approach to fighting terrorism.  Trump referred to Obama and Democratic presidential nominee Hillary Clinton as the “co-founders” of Islamic State during the presidential campaign, blaming them for the initial spread of the militant group. The White House said Obama’s national security speech had been planned long before the Nov. 8 election and was not aimed specifically at the incoming Trump administration. But during his speech, Obama spoke of the importance of adhering to American laws and values and against reinstating the use of waterboarding or imposing a religious test on immigrants, two positions that Trump has supported in the past. “The whole objective of these terrorists is to scare us into changing who we are and our democracy,” Obama said. Obama signed an executive order after taking office in January 2009 that banned waterboarding and other “enhanced interrogation techniques” or EITs. Such executive orders can be rescinded by a president’s successors. Many lawmakers and human rights groups have denounced waterboarding, an interrogation technique that simulates drowning, as torture. While Trump is now calling for “extreme vetting” of certain refugees admitted to the United States, during the campaign he proposed banning foreign-born Muslims from entering the country. Obama came into office planning to unwind U.S. wars in Iraq and Afghanistan and promising to focus on fighting militant groups that threatened the United States wherever they were. Instead, he has been forced to return some U.S. troops to Iraq and keep thousands in place in Afghanistan after more than 14-1/2 years of war. Obama said his administration’s approach of providing support to local partners and not undertaking massive ground invasions has been effective and is making progress in the fight to take Mosul in Iraq from Islamic State. Some counterterrorism experts have pointed to the rise of Islamic State as an example of Obama being too slow to respond to an emerging threat.  While the United States has been successful in killing some key militant leaders, Obama’s “legacy has been tarnished by the way terrorist groups have regenerated and strengthened in the latter parts of his presidency,” said Robin Simcox, a fellow at the Heritage Foundation. ",politicsNews,"December 6, 2016 "
California poised to shut out Republicans from U.S. Senate race,"SACRAMENTO, Calif. (Reuters) - California voters on Tuesday were poised to choose two Democrats to face off against each other in the race to succeed Barbara Boxer in the U.S. Senate, shutting out Republicans in a sign of diminished support in America’s most populous state. State Attorney General Kamala Harris and U.S. Representative Loretta Sanchez will meet in what would be the state’s first single-party Senate election under a 2010 California law advancing the top two primary vote-getters to the general election, regardless of party affiliation. With 16 percent of precincts reporting in early returns on Tuesday, Harris, 51, led the crowded field of 34 candidates with 40 percent of the vote. None of the Republican contenders came close to Sanchez, 56, who was firmly in second place with 16  percent of the vote. Boxer, 75, a Democrat, is retiring after 24 years in the Senate. Republicans hold no statewide offices in California and represent about 27 percent of registered voters. The state, home to former Republican Presidents Richard Nixon and Ronald Reagan, last elected a Republican to the U.S. Senate in 1988. On Tuesday, former California Republican Party chairman Duf Sundheim was in third place with 10 percent in early returns, followed by fellow Republican Phil Wyman with 6 percent.       Harris is the daughter of two college professors. Of African-American and Indian descent, she was raised amid civil rights activism in Berkeley and Oakland, eventually becoming a prosecutor in San Francisco. She was elected attorney general in 2010 and 2014. For the primary, Harris ran a tightly controlled campaign, touting her role negotiating a settlement with big banks over the mortgage meltdown and using her position as the state’s top prosecutor to fight human trafficking, cyber crime and other issues. Sanchez, who represents Orange County near Los Angeles, has served in Congress since 1997. Her win in the once staunchly Republican county was an early sign of California’s demographic shift, as the state became more ethnically diverse and far more Democratic. Such a matchup could easily go negative, experts said, straining relationships within a party that are already bruised by the tense competition between former Secretary of State Hillary Clinton and U.S. Senator Bernie Sanders for the Democratic presidential nomination for the Nov. 8 election. Clinton and Sanders also face off in California on Tuesday. “The fact that they’re both in the same party doesn’t mean they’re going to treat each other with kid gloves,” political analyst Sherry Bebitch Jeffe said of Harris and Sanchez. “When ideological and policy differences aren’t as great, it’s only natural for the candidates to focus on personal issues,” said Dan Schnur, who heads the Unruh Institute of Politics at the University of Southern California. Sanchez, seeking to become the state’s first Latina U.S. senator, has raised less money than Harris and trails her by about 8 percentage points in polls. But factors including a recent surge in voter registration among Latinos will make her a strong competitor in the general election, analysts said. She has positioned herself more to the political center than her opponent. With support from Latinos, independents and Republicans, Sanchez could win in November despite Harris’ advantages, Schnur said. “We’re prepared for any turn in the race,” said Harris spokesman Nathan Click. A Sanchez campaign spokesman did not respond to a request for comment. ",politicsNews,"June 7, 2016 "
